status	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100
Control	 24.83	 24.619	  5.59	 86.1612	 44.61	 57.12923	 63.81	 73.143	 82.466	 97.60	 34.974	 24.448	 47.87	 33.97	 29.671	 64.1399	  5.115	 45.848	 26.90	 35.34	  7.235	 63.113	 26.504	  5.2346	 61.93	 74.6	 64.799	 97.22	 39.05	 83.81	 11.97	 80.88	 36.150	 94.27	 85.51	 60.86	 73.41	 86.84	 45.34	 15.162	 73.58	 39.70	 22.441	 89.76	 71.249	 34.06	 29.23	 20.65	 72.15	 48.07	  0.70	 58.37	 17.29	 40.10	 97.13	 14.45	 14.02	 38.16	 56.04	 72.60	 48.143	 13.26	 66.86	 55.498	 73.710	 77.8157	 90.11	 26.99	 18.70	 73.53	 38.696	 75.73	 23.69	 47.782	 64.831	 67.246	 80.12	  2.15	 37.686	 50.30	 38.26	 68.3974	 37.21	 81.9697	  7.00	 57.533	 83.51	 87.01	 70.35	 40.876	 33.113	 97.264	 44.56	  2.98	 18.958	 27.550	 86.399	  8.723	 57.89	 57.28
Case	 80.21	  8.963	  7.37	 97.7940	 43.44	 46.75911	 63.95	 93.728	 39.227	 32.04	 69.193	  8.933	  6.97	 23.74	 59.164	 57.0946	 25.359	 67.620	 82.84	 83.33	 78.208	 77.802	  6.558	 33.7270	 94.00	 49.2	 26.849	 47.06	 55.08	 12.02	 93.30	 47.00	 44.746	  4.48	 76.07	 49.43	  2.64	 60.78	 31.99	 90.891	 53.12	 67.39	 61.990	 10.95	 90.619	 13.26	 94.81	 61.88	 53.35	 84.97	 86.67	  3.86	 63.38	 34.12	 47.64	 64.45	 34.99	 15.12	  5.73	 40.23	 16.442	 94.42	 26.99	 86.942	 42.668	  9.1102	 20.36	  4.71	 63.82	 88.50	 43.028	 27.01	 58.81	 96.840	 85.048	 90.553	 76.42	 57.65	 79.086	  0.69	  9.48	 67.4882	  8.22	 60.9363	 71.43	 15.598	 41.75	 35.57	 20.38	 55.573	  9.040	 95.975	 94.64	 61.01	 82.554	 15.811	 92.479	 33.012	 14.07	 84.91
Control	 10.70	 75.513	  0.82	 20.5736	 76.30	 61.18592	 44.18	 45.141	 24.357	 17.71	 22.470	 93.684	 10.50	 24.71	 98.517	 53.3691	 63.435	 25.930	  8.54	 87.16	  0.625	 48.087	 46.103	 67.6515	 42.87	 17.4	 81.291	 12.35	 83.47	 84.63	  2.84	 88.19	 24.603	 23.92	 74.55	 82.12	 35.45	  7.47	 42.52	 40.462	 89.11	 68.72	 85.287	 70.57	 34.505	 95.00	 54.65	 48.92	 16.26	 76.69	  2.17	 71.53	 15.41	 57.00	  3.94	 92.93	 90.29	 25.42	 21.16	  1.53	 76.574	 34.48	 22.23	 55.426	 93.776	 61.4287	 94.23	 72.96	 42.29	 29.02	 73.975	 80.11	 63.19	 91.451	 37.351	 79.315	 39.82	 63.55	 69.622	 75.35	 99.63	 83.4971	 53.69	 88.6568	 70.09	  0.230	 43.67	 88.11	 39.39	 26.162	 54.293	 81.713	 68.90	  0.39	 44.720	 23.209	 13.174	 94.455	 46.99	 13.11
Case	 57.90	 59.034	 81.85	 63.4967	 80.60	 59.03182	 79.31	 65.857	 65.668	 48.31	 71.410	  2.815	 53.45	  6.88	 49.267	 34.9767	  0.801	 56.486	 49.36	 63.63	 48.974	 20.309	 18.978	 29.1123	 99.43	 39.2	 18.005	 41.72	 36.89	 51.16	 63.62	 72.82	  1.009	 94.77	 33.27	 81.76	 40.78	 87.84	 29.70	 31.765	 66.93	 90.41	 40.811	 69.92	 69.716	 70.42	  5.63	 12.55	 22.03	 56.22	 77.09	  4.19	 28.47	 72.64	 88.39	  9.35	 10.31	 27.28	 89.60	 25.12	 51.882	 45.93	 90.75	 13.562	 19.615	 79.9847	 14.27	 54.06	 86.62	 53.36	 29.107	 64.26	 15.91	  4.179	 78.306	 97.504	 16.25	 91.64	 39.896	 79.55	 53.80	 85.5230	 74.23	 88.7383	 14.92	 52.032	 49.34	 81.84	 35.06	 59.993	  8.382	 35.859	 93.06	 98.31	  3.515	 18.783	 87.251	 92.824	 18.85	 95.25
Case	  6.24	 31.925	 50.30	 18.5969	 26.57	 57.65995	 66.95	 50.506	 76.610	 75.24	 58.048	 63.960	 90.70	  3.04	 88.883	 15.3558	 26.895	 95.120	 81.11	 33.66	 39.467	 89.762	 53.999	 35.4225	 63.65	 44.2	 76.236	 24.29	 91.36	 72.74	 24.62	 55.07	 84.977	 73.87	 69.10	 12.37	 97.91	 92.44	 45.71	 18.687	 13.87	 91.19	 20.890	 31.70	 84.766	  6.76	 42.91	 90.83	 78.10	 97.69	 63.09	 31.21	 43.83	  6.33	 36.98	 30.86	 70.34	 23.82	  6.52	 99.88	 56.860	 53.82	 71.52	 32.196	 23.174	 98.9500	 84.68	 92.05	 57.21	 21.16	 91.507	 12.64	 70.38	 97.879	 11.652	 61.173	 15.84	 26.66	  3.951	 27.63	 82.89	 78.8913	 91.67	 89.6710	  0.64	 79.148	 85.01	 29.37	 67.40	 59.557	 54.141	 48.142	 34.53	 69.30	  3.302	 80.346	 95.161	 37.262	 30.03	 80.42
Case	  9.07	 51.630	 24.53	 99.4208	 39.89	 47.15469	 30.67	 27.234	 23.198	 87.75	 44.069	  9.626	 59.95	 16.98	 85.653	 19.3799	 76.817	 98.479	 19.36	 24.00	 46.848	 10.067	 43.661	 88.4954	 77.22	 90.6	 26.077	 33.91	 83.78	 92.45	  8.09	 48.18	 34.985	 48.76	 86.95	 59.12	 34.71	 24.24	 24.68	 62.736	  0.54	 26.46	 14.153	 66.47	 98.901	  1.31	 94.19	 20.12	 77.21	 24.12	 43.59	 38.89	 50.07	 18.28	 95.96	 69.86	 59.54	 30.17	 15.02	  8.19	 32.074	 60.51	  7.97	 44.214	 93.573	 55.7076	 98.03	 33.91	 61.08	  3.74	 29.697	 32.69	 18.68	 16.277	 98.059	 51.040	 29.41	 82.35	 42.075	 68.50	 78.83	 28.7170	 11.76	 87.9123	 23.90	 55.775	 43.39	 30.80	 44.00	 62.722	 17.357	 88.789	 19.52	 23.46	  9.327	 91.302	  7.989	 94.412	 73.64	  3.72
Case	 30.00	 20.327	 32.51	 37.4238	 42.66	  7.68732	 84.26	 59.866	 19.154	 41.72	  6.040	 68.223	 61.26	 86.95	 76.484	 73.1982	 14.587	 11.196	 42.47	 83.15	 66.669	 57.749	 53.666	 92.7896	 80.04	 94.7	 11.476	 68.94	 98.63	 88.04	 30.17	 41.86	  7.201	 11.29	  6.99	 98.60	  5.34	 63.89	  1.14	 89.599	  3.34	 98.53	  4.522	 68.06	 14.230	 79.68	 82.43	 63.68	 59.49	 80.65	 41.63	 63.15	 84.55	 95.23	 39.92	 59.98	  5.21	 95.78	 31.49	 75.43	 35.994	 93.01	 98.35	 27.369	 43.061	 77.3482	 60.95	 13.62	 47.06	 25.91	 93.803	 14.36	 54.00	 59.726	 52.403	 85.299	 72.81	 43.47	 90.086	 39.23	 46.72	  6.0825	 52.16	 12.5262	 67.67	 78.780	 84.30	 87.88	 71.73	 69.259	  5.156	 92.655	 19.42	 85.29	 47.393	 99.018	  6.487	 59.845	 86.57	 60.08
Case	 64.08	 10.370	 60.66	 42.1909	 68.44	 19.18615	 62.65	 67.936	  9.451	 24.40	  0.995	 32.725	 10.58	 42.05	 88.876	 75.9292	 88.163	 71.025	 63.99	 13.62	 33.512	 67.539	 53.085	 55.2192	 49.28	 57.5	 22.009	 19.91	 68.01	  4.08	 34.50	 90.61	 53.623	 53.11	 47.71	 46.10	 22.62	 68.90	 35.68	 38.140	 12.53	  6.78	 96.750	 71.55	 35.406	  3.61	 23.22	 74.85	 92.97	 76.66	 16.32	 38.72	 48.81	 61.15	 72.32	 39.24	 90.57	 28.58	 10.70	 60.09	 19.434	 67.36	 47.02	 64.988	 46.512	 34.3473	 22.67	 76.90	 69.92	 64.82	 10.974	 34.69	 43.48	 15.923	 19.660	 50.856	 75.68	 81.58	 52.594	 91.30	 68.94	 97.2975	 28.55	 37.4798	  4.64	  4.620	  4.10	 44.71	 56.69	 82.880	 30.282	 89.693	 33.02	 71.05	 38.585	  0.149	 39.272	 74.302	 67.55	 92.42
Case	 49.26	 42.500	 96.05	 42.1223	 59.29	 58.24220	 73.28	 60.297	 64.700	 61.99	 40.696	 76.183	 65.63	 24.22	 33.983	  4.9097	 22.514	 94.439	 46.91	 87.92	 58.363	 27.353	 53.675	 30.9506	 81.40	 35.5	 88.677	 61.32	 57.97	 70.65	  5.73	 35.30	 66.690	 17.02	 74.13	  5.83	 68.25	 49.54	 35.81	 51.986	 70.29	 52.05	 15.426	 67.16	 88.208	 64.67	 45.24	 11.60	 46.88	 87.85	 23.97	 89.78	 62.29	  7.38	 14.39	 60.85	 25.22	 78.73	 55.50	 45.03	 26.936	 31.98	 65.41	  5.907	 27.263	 97.2941	 31.98	 53.98	 61.26	 34.03	 61.876	 63.30	 30.17	 91.132	 32.724	 52.868	 66.96	 66.86	 11.441	  6.11	 29.33	  0.6808	 58.26	  5.1895	 90.05	 60.848	 62.18	 81.90	 17.09	 31.327	 30.304	 22.048	 35.00	 54.48	 28.403	 69.551	 56.746	 68.384	 70.78	 83.12
Case	 55.53	 51.088	 55.30	 49.2032	 45.03	 68.88901	 50.16	  1.624	 92.579	 81.04	 52.889	 15.841	 55.01	 56.24	 78.937	 68.3397	 76.198	 63.542	 50.10	 45.80	 65.078	 40.949	 97.934	 62.1401	 44.68	 55.3	 55.145	 24.84	 31.82	 98.96	 81.38	 34.62	 46.239	 10.93	  6.43	 55.16	 95.86	 76.54	 42.41	 90.776	 61.73	 88.42	 15.329	  2.74	  0.766	 61.25	 84.41	 55.30	  8.84	 97.26	 41.21	 50.87	 44.64	 56.15	 47.77	 57.25	 64.30	  1.49	  5.18	 33.47	 57.470	 14.06	 84.60	 57.566	 19.290	 23.6442	 58.50	 53.61	 24.24	  8.52	 79.346	 23.49	 45.83	 20.822	 60.024	 97.778	 20.91	  2.48	 37.190	 71.04	 96.22	 23.6864	 64.41	 62.5399	  8.96	 62.920	 27.53	 75.10	 14.56	 49.861	 25.472	 54.511	 88.22	 33.81	 26.618	 93.467	  8.701	 56.499	 40.33	 17.90
Case	  5.84	 16.265	 93.67	 37.5554	 34.39	 95.61615	 65.89	 36.620	 46.088	 50.72	 47.204	 17.225	 78.97	 73.99	 45.266	  2.7935	 51.594	 39.391	 49.52	 71.49	 35.872	 17.572	 17.319	 23.0077	 45.19	 74.1	 85.059	 25.95	 51.45	 17.75	 58.23	 25.22	 86.490	 49.02	 73.90	 58.20	 72.14	 85.72	 99.58	 21.300	 11.58	 20.10	 11.445	 20.02	 78.533	 79.01	 46.64	 18.57	 78.68	 63.48	 62.85	 80.93	  8.66	 30.22	  1.01	 38.30	 63.50	 29.54	  7.83	 88.40	 75.286	 44.95	 37.03	  7.802	 66.754	 26.6912	 35.24	 65.45	 80.55	 83.30	 23.421	 30.50	 93.24	 13.466	 38.735	 84.602	 43.02	 61.19	 44.509	 72.11	 89.42	 92.8027	 61.71	 19.6820	 15.42	 83.693	 25.26	 21.49	 57.08	 69.751	 73.205	 76.935	  3.75	 58.14	 39.003	 58.049	 54.279	  7.638	 79.55	 82.92
Case	 34.29	 29.532	 87.31	 56.2962	 60.28	 56.50434	 78.69	 95.954	 48.469	 34.32	 90.151	 25.751	  0.72	 17.95	 77.250	 89.7915	 92.960	  6.161	 28.25	 27.46	 73.880	 72.751	 33.721	 69.9759	 70.85	 97.8	 82.338	 57.82	 18.02	 30.97	 98.17	 74.06	 19.077	 14.09	 64.64	 34.10	 32.92	 84.06	  8.32	  4.099	  3.23	 58.92	 61.269	 34.71	 32.396	 77.76	 39.36	  9.45	  9.73	 62.13	 11.15	 43.75	 61.01	 31.26	 14.78	 96.29	 13.90	  0.16	 62.52	 48.40	 49.930	 16.01	 25.75	 22.800	 76.864	 96.0059	 66.37	 80.64	 80.27	  9.73	 50.708	  2.31	 42.45	  5.849	 24.272	 73.916	 57.78	 74.78	 64.168	 55.18	 26.92	  4.0730	 27.34	 18.8531	 56.04	 49.365	 26.31	 81.81	 16.84	 62.302	 66.279	 75.964	 95.69	 36.15	 67.721	 15.008	 15.146	 29.108	 46.01	 44.77
Control	 68.01	  3.763	 56.64	 16.0834	 80.53	 61.38924	 39.34	 51.710	 59.373	 44.59	 37.853	 59.910	 62.58	 99.58	 89.312	 44.3236	 41.991	 86.735	 51.59	 14.46	 35.728	  7.337	 92.525	  3.7341	 43.31	 83.8	 95.582	 41.97	 71.15	 76.19	 38.07	 94.99	 88.079	  2.74	 69.71	 84.99	 82.28	 82.26	 54.91	 77.419	 80.33	 13.90	 27.004	 50.36	 59.578	 17.15	 86.31	 21.23	 48.34	 70.56	 45.66	  2.38	 29.33	 64.76	 15.10	 24.22	 94.88	 93.07	 15.13	 47.14	 61.795	 25.47	 38.06	 78.242	 82.601	 63.1515	 71.79	 70.99	  4.50	 71.00	 85.453	 56.51	 33.65	 27.167	 97.419	  1.487	 36.16	 95.59	 64.255	 41.38	  7.64	 99.8791	 85.27	 13.8937	 75.31	 16.191	  4.34	 25.65	 43.90	 15.992	 16.180	 76.988	 25.05	 41.32	  9.513	 30.255	 53.357	 65.574	 57.61	 50.38
Case	 43.44	 47.323	 21.14	 17.0220	 18.04	 26.38987	  3.06	 35.451	 95.554	 81.34	 65.145	 48.868	  1.98	 62.53	 14.133	 80.3386	 24.308	 52.833	 85.42	 61.72	  1.660	 53.990	 23.682	 73.0738	 41.18	  0.5	 59.797	 57.96	 75.97	 57.35	 51.95	 93.77	 79.305	 31.12	 22.46	 35.09	 98.82	 40.55	 80.95	 19.446	 47.51	 93.28	 14.279	 49.20	 27.322	 94.27	 53.06	 39.61	 69.30	 10.73	 82.22	 47.12	 94.96	 34.29	 50.40	 46.26	 37.12	 27.43	 95.10	 39.17	 75.678	  3.88	  9.16	 85.181	 54.909	 97.7385	  5.18	 99.30	 94.89	 79.75	 73.492	 48.44	 15.82	 83.088	  9.990	 36.175	  7.56	 43.71	  1.468	  4.29	 51.95	 86.9399	 26.72	 64.4617	 19.82	 43.425	 68.43	 60.62	 41.84	 95.580	 15.297	  2.975	  0.49	 36.61	 82.966	 34.198	 41.476	 27.778	 80.20	 99.19
Case	 25.21	 11.487	  0.17	  3.7309	 90.76	 22.79679	 74.63	 10.344	 14.112	 28.86	 33.090	 50.736	 33.84	 91.53	 34.632	 56.8095	 35.460	 32.787	 24.32	  7.03	 75.047	 65.026	 28.984	 57.8365	  2.27	 56.0	 47.112	 67.99	 29.05	 48.43	 92.20	 13.72	 74.497	 77.69	 69.51	 81.58	 68.94	 36.20	  4.63	 36.658	 26.81	 29.23	  8.645	 87.85	 96.608	 67.92	  4.39	 32.10	 36.45	 59.45	 93.05	 73.08	 43.11	 74.93	 34.19	 72.95	 91.53	 88.89	 81.30	 49.13	 94.743	  5.18	 84.73	 94.524	 87.516	 43.6500	 28.18	 29.35	 35.93	 34.53	 76.314	 61.93	  5.24	 53.846	 55.242	 50.295	 53.31	 28.15	 15.140	 38.82	 16.21	  3.9870	 42.94	  0.6540	 56.87	 38.970	  7.31	 82.06	 75.60	 81.352	 56.945	 56.608	 41.32	 98.48	 36.088	 97.016	 29.502	 47.735	 81.55	 39.04
Case	 14.64	 49.589	  8.34	 47.4250	 33.53	 14.51126	 21.92	 68.474	 88.157	 67.10	 50.637	 31.755	  2.07	 75.43	 63.583	 94.9029	 79.305	 16.093	 59.20	 99.08	 43.066	 62.752	 19.121	 78.7394	 20.36	 80.1	 33.599	 48.34	 66.16	 45.78	 52.43	 97.44	 29.598	 68.42	 47.12	 84.77	 10.55	 42.49	 99.97	 57.654	 22.99	 26.85	 26.091	 58.29	 48.287	 99.55	 81.85	 98.11	 55.61	 18.12	 58.77	 18.75	 94.04	 25.94	 38.82	 15.74	  3.84	  4.49	 49.60	 82.92	 50.514	 50.17	  1.64	 72.436	 33.780	 85.3511	 30.48	 78.43	 74.31	 32.81	 63.137	 45.19	 26.56	 39.941	 33.286	 34.483	 18.53	 67.04	 64.729	  4.26	 72.61	 21.0392	 67.98	  2.7358	 47.54	 49.399	 80.92	 49.40	 23.57	 99.349	 58.175	 37.806	 87.96	 44.97	 70.190	 50.104	 97.129	 99.428	  2.43	 33.88
Control	 62.21	 26.863	  1.18	 49.3543	 24.03	 65.88568	 14.39	 55.948	 88.291	 40.57	 26.397	 26.464	 18.85	 20.71	 72.804	 98.7906	 41.281	 33.129	 97.09	 65.56	 46.330	 63.966	 70.680	 91.3533	 40.65	 14.3	 10.635	 15.77	 99.81	 10.84	 84.23	 72.53	  6.683	 38.84	 98.23	 50.74	 80.98	 77.92	 71.37	 44.182	 39.97	 33.49	  3.127	 95.55	 22.192	 94.18	 73.69	 40.42	 38.71	 83.14	 19.42	 55.45	 21.75	 89.00	  4.04	 87.12	  3.59	 51.93	 47.66	 69.58	  2.232	 74.10	  4.21	 30.646	 74.403	 56.3431	 50.90	 88.68	 79.07	  1.82	 70.875	 40.94	 85.51	 93.471	 90.794	 91.251	 26.86	 91.24	 90.984	 90.51	 21.67	  6.7978	  0.81	 70.8974	 98.90	 65.485	  9.27	 49.72	 25.22	 15.217	 18.088	 18.793	 43.40	 66.50	 93.972	 77.690	 20.784	 16.994	 75.42	 45.80
Case	 57.97	  4.356	 60.25	 29.6883	 64.17	  7.40812	 85.73	 61.649	 99.522	 97.05	 62.093	 35.057	 70.22	 75.17	 14.148	 14.5066	 43.336	 35.138	 32.63	 94.51	 18.368	 86.868	 77.288	 18.8479	 17.23	 85.4	 93.543	  4.81	 72.00	 73.11	 53.10	 23.29	 47.935	 16.09	 36.75	 68.43	 44.47	 99.39	 90.74	 60.827	 20.66	 21.60	 33.338	 95.61	  5.671	 98.21	 85.06	 68.19	  0.58	  9.46	  4.14	 45.82	 74.44	 85.27	 92.49	 99.16	 34.13	 36.88	 25.62	 22.10	 41.045	  5.79	 23.78	 92.547	 32.688	 73.0357	 16.71	  2.73	 60.77	  7.09	 34.448	 81.20	 66.79	 52.149	  9.771	 47.994	 36.88	 75.20	 80.219	 30.36	 28.30	 39.5271	 65.69	 27.7221	 78.96	 17.647	 48.64	 13.90	 20.85	 68.048	 74.213	 50.755	 34.27	 94.14	 76.057	 96.488	 32.792	 96.547	 48.24	 29.35
Case	 55.67	 35.160	 77.61	 83.5668	 66.84	 19.45257	 69.47	 45.904	  7.486	 64.62	 22.518	 65.442	 37.23	 23.41	 64.878	 88.7005	 21.076	 39.788	 80.10	 11.51	 66.454	 81.692	 92.679	 66.8113	 45.37	 36.9	 25.342	 75.71	 92.68	 12.82	 40.66	 51.87	 40.310	 17.83	 41.21	 17.25	 53.67	 70.20	 57.47	 36.383	 15.80	 11.29	 61.830	  1.59	 77.135	 71.27	 89.30	 77.59	 82.01	 77.36	 40.08	 94.78	 18.43	 18.35	  6.99	 51.13	 85.85	 26.67	 52.32	 72.15	 57.485	 49.64	 19.97	 66.741	 79.090	 75.9243	 25.78	 80.56	  0.72	 78.99	 87.643	 44.19	  0.43	 72.439	 86.268	 86.574	 67.30	 24.14	 38.785	 14.64	 98.03	 74.5818	 10.54	 49.2032	 60.29	 45.976	  0.97	  8.74	 97.65	 53.865	 85.055	 12.941	 77.94	 54.93	 21.634	 48.432	 57.758	  5.514	 55.97	 74.18
Case	  2.43	 57.163	  3.07	  2.5561	 40.60	 86.44324	  6.53	 82.223	 91.353	 88.06	 49.976	 80.162	 11.66	 99.27	 83.010	 23.8378	 20.835	 30.776	 23.52	 50.86	 48.905	 85.175	 23.416	 29.4825	 18.46	 71.4	 31.983	 10.53	 19.80	 66.75	 82.93	  7.28	 25.708	 52.73	 81.10	 14.51	 57.31	 75.45	  2.45	 70.209	 63.26	 86.71	 31.731	 88.21	  9.177	 13.77	 23.45	 96.63	 53.34	 10.83	 88.95	 14.60	 99.86	 18.43	 56.63	 79.10	 75.49	  0.14	 20.43	 86.04	 57.315	  3.99	 40.54	 10.326	 84.765	 10.6095	 88.29	  9.70	 73.50	 71.01	 78.819	 18.98	 65.79	 61.362	 84.101	 32.567	 71.94	 39.72	 10.512	  9.80	 30.25	  4.9892	 65.11	 66.4030	  3.70	 22.356	 41.75	 39.01	 55.15	 16.870	 79.905	 76.970	 75.23	 69.64	 63.489	 49.751	 43.099	 53.959	 14.37	 11.20
Control	 35.42	 36.228	  1.46	 47.8428	 44.84	 35.91195	 94.46	 60.661	 87.603	 37.98	 20.645	 51.223	 28.73	 15.00	  2.349	 12.0802	 56.442	 77.136	 85.82	 28.54	 62.034	 71.743	 42.323	 60.7971	 67.17	 78.9	 95.914	 46.07	  9.63	 41.90	 73.25	  8.90	 33.461	 81.03	 32.37	  4.69	  4.92	 58.90	 22.19	 77.788	  0.81	 72.50	 44.364	 31.16	 75.901	 33.48	 25.13	 63.36	 50.34	 73.78	 37.87	 33.89	 11.39	 72.87	 96.90	 34.96	 44.86	 80.37	 46.46	 80.39	  7.761	 38.71	 68.09	 96.058	 50.716	 54.5921	 13.03	 15.06	 50.42	  8.68	 13.225	 72.72	 42.01	 17.865	  2.544	 94.819	 66.50	 85.58	 56.835	 81.00	 47.41	 61.9372	 26.73	 24.4210	 82.74	 92.352	 89.76	 22.91	 45.09	 15.114	 45.163	 76.132	 51.19	 31.22	 52.875	 11.319	 47.552	 74.851	 22.01	 91.50
Control	 37.79	 70.317	 47.44	 56.7137	 36.84	 49.33680	  7.21	 60.202	 96.555	 21.40	 63.283	 88.534	 49.91	 78.33	 70.292	 71.6590	 33.979	 74.165	 11.55	 17.47	 95.521	 67.284	 86.968	 67.8927	 63.92	 23.5	 42.808	 59.50	  2.83	 42.07	 85.25	 99.57	 41.454	 63.46	 30.27	 98.08	 96.96	 60.57	 44.50	 94.009	 94.60	 93.59	 64.386	 84.29	 71.265	 76.45	 39.56	 32.90	 79.24	 43.89	 16.99	 23.74	 90.47	 23.21	 10.17	 27.88	 27.97	  0.38	 30.41	 52.95	 69.622	 52.01	 33.70	 67.131	 60.454	 40.9168	 97.80	 33.91	  4.55	  5.58	  9.981	 78.76	 90.85	 88.485	 28.823	 12.793	 80.86	 77.67	 41.527	 92.05	  7.82	 82.6633	 86.18	 13.4777	 71.95	 29.876	 69.46	 50.83	 71.17	  9.544	 76.613	 48.440	 82.01	 14.40	 81.653	 16.476	 33.845	 15.837	 79.09	 19.45
Case	  2.59	 98.965	 95.71	 86.5010	 52.22	 75.10146	 83.19	 50.491	 21.609	 55.37	 84.521	 15.916	 96.53	 94.63	 45.797	 89.9637	 17.567	 42.190	 80.19	 10.05	 78.888	 89.289	 84.556	  8.6957	 40.09	 21.7	 35.827	 25.46	 40.65	  1.27	 33.31	 67.31	 90.662	 25.88	 14.22	 54.81	 52.41	 88.11	 59.75	 91.631	 67.85	 92.28	 58.805	 84.42	 92.304	 27.30	 62.32	 50.02	 78.01	 54.93	 12.88	 95.60	 61.32	 77.02	 39.39	 56.96	 52.22	  7.03	 55.47	 99.61	 61.178	 93.63	  5.43	 37.927	 82.763	 16.0123	  3.89	 30.09	 56.21	 55.58	  3.796	 88.79	 91.49	 93.577	 16.117	 31.265	 32.00	 66.17	 21.645	 31.75	 23.64	 41.0756	 94.68	 32.1738	 64.78	 22.230	 31.34	 32.86	 55.64	 66.779	 84.823	 51.558	 70.87	 77.16	 51.906	 14.126	 81.209	 18.926	 69.64	 36.77
Case	 67.64	 70.570	 71.51	 24.7772	 20.18	 24.64776	  6.76	 43.806	  5.211	 95.93	 20.725	 64.726	 91.19	 41.06	 78.708	 60.2088	 86.389	 41.343	 86.59	 36.99	 88.179	 92.132	  7.143	  3.4762	  3.58	 88.8	 29.183	 47.36	 41.79	 15.60	 93.48	 24.38	 33.762	 31.62	 28.49	 79.35	 13.06	 31.84	 64.60	 88.559	 59.30	 10.97	 99.015	 84.87	 79.198	 35.31	 80.01	 11.35	 85.30	 71.52	 12.74	 58.04	 59.47	 77.56	 30.48	 14.01	 11.48	 61.49	 20.47	 43.74	 32.439	 84.61	  1.18	 17.548	  3.690	 29.2015	 83.71	 39.53	 43.21	 76.54	 46.726	 40.05	 19.11	 69.291	 82.029	 29.784	 20.42	 52.38	 55.673	 70.33	  5.55	 83.8461	 46.22	 80.8707	  1.66	  7.386	 18.02	 60.16	 42.75	 56.483	 18.409	 84.559	 73.83	 21.94	 89.876	 96.033	 11.594	 76.329	 11.16	 73.40
Case	  5.51	 23.295	  1.59	  2.5076	 38.25	  0.11477	 19.92	 54.980	 22.293	 62.50	 40.579	 55.227	 49.94	 14.43	 64.328	 61.2796	 45.219	 82.915	 76.48	  4.63	 43.829	 70.461	 20.137	 47.6431	 27.88	 82.9	  6.070	 88.41	 28.17	 70.29	 57.81	 32.52	 25.137	 83.21	 96.45	 92.45	 28.73	 78.26	 82.01	 29.710	 56.62	 32.88	 29.736	 46.67	 69.888	 26.50	 75.74	 19.05	 15.94	 18.54	 41.24	 60.78	 75.13	 60.75	 17.16	 25.43	 70.18	  4.89	 29.55	 44.50	 37.690	 47.34	 13.94	 80.394	 27.951	 97.3325	 62.29	 48.01	 75.86	 48.08	 20.061	  8.18	 41.02	 65.858	 97.456	 82.303	 59.29	 45.88	 21.221	  4.42	 22.90	 60.8991	 67.92	  9.8590	  5.82	 75.115	 46.13	 86.52	 54.98	 83.861	 32.051	 50.579	  3.38	 45.80	  7.259	  8.338	 56.138	 53.298	 73.87	 61.20
Case	  4.33	 67.473	 58.38	  8.8968	 90.61	 84.05322	 15.42	 85.339	 39.707	 58.45	 35.482	 59.089	 64.03	 96.44	 96.824	 75.9306	 10.057	 55.045	 16.40	 14.97	 74.931	 31.943	 38.964	 65.7035	 68.38	 80.5	 33.093	 23.27	  1.57	  1.94	 25.23	 43.00	 52.797	  1.55	 42.10	 60.75	 54.09	 27.69	 46.65	 55.849	 30.77	 73.35	 16.039	 11.62	 25.448	  3.02	 50.80	 48.81	 71.99	 37.70	 12.94	 90.91	 63.38	 58.97	 73.31	 83.93	  8.37	 85.97	 15.23	 57.47	 95.463	 69.55	 55.72	 13.536	 31.452	 87.5191	 80.13	 50.24	 12.66	 30.55	 42.976	 71.64	 24.71	 51.507	 48.358	 59.528	  2.07	 39.21	  9.429	 91.50	 91.51	 93.4378	 76.82	 21.3181	 25.02	 62.565	 20.60	 46.60	 89.60	 58.355	 67.569	 92.851	 32.59	 68.83	 73.013	 30.232	  9.147	  8.812	 15.78	  1.15
